CLIENTNUM,true_churn,score_churn,pred_label
718929708,0,0.0025,0
721150833,0,0.015,0
714514983,0,0.0025,0
779888658,0,0.0125,0
715883358,0,0.005,0
713363583,0,0.0325,0
772935108,0,0.1,0
820075983,0,0.075,0
721502958,0,0.0175,0
708596283,0,0.0175,0
710325258,0,0.0025,0
708823908,0,0.0,0
826401858,0,0.0275,0
709554483,0,0.0225,0
710545158,0,0.0225,0
788621658,0,0.0375,0
716713533,0,0.0075,0
712338033,0,0.005,0
711639708,0,0.09,0
720216108,0,0.0275,0
718708908,0,0.01,0
802890333,0,0.0,0
712965183,0,0.005,0
796170933,0,0.0075,0
712816833,0,0.005,0
814829583,0,0.0075,0
798769458,0,0.0025,0
818034558,0,0.0475,0
719483358,0,0.03,0
719647383,0,0.0375,0
714909108,0,0.0075,0
793678608,0,0.035,0
720854358,0,0.0575,0
709126833,0,0.0225,0
788896983,0,0.0075,0
715731033,0,0.0,0
717636933,0,0.03,0
772658658,0,0.01,0
755943033,0,0.045,0
772399983,0,0.03,0
826130133,0,0.0375,0
719238183,0,0.245,0
802666083,0,0.0125,0
713682708,0,0.005,0
712774008,0,0.025,0
717627333,0,0.0875,0
779542608,0,0.105,0
715322958,0,0.0,0
779100408,0,0.04,0
715352883,0,0.0525,0
789963033,1,0.935,1
710687508,0,0.015,0
789656358,0,0.0,0
715720083,0,0.035,0
716584158,0,0.025,0
815727183,0,0.0,0
717066408,0,0.0,0
708104658,0,0.0475,0
718016808,0,0.015,0
814571058,0,0.0325,0
714757908,0,0.0475,0
710345808,0,0.01,0
814752558,0,0.0125,0
721284258,0,0.03,0
719336583,0,0.06,0
797638383,0,0.0,0
708434733,0,0.0025,0
711802758,0,0.0025,0
720620058,0,0.02,0
819169683,0,0.0125,0
709757583,0,0.01,0
789307833,0,0.0225,0
823912308,0,0.0025,0
720746208,0,0.01,0
709121283,0,0.0775,0
714093108,0,0.055,0
718368333,0,0.0375,0
806752533,0,0.01,0
758521983,0,0.06,0
779473308,0,0.02,0
709376508,0,0.0325,0
712589658,0,0.0325,0
712141683,0,0.0025,0
712494108,0,0.1375,0
721350783,0,0.01,0
710133858,0,0.005,0
719152383,0,0.0075,0
715174158,0,0.005,0
780040758,0,0.0375,0
719525358,0,0.0,0
710892408,0,0.02,0
713295183,0,0.0,0
789871233,0,0.0,0
712663533,0,0.0025,0
820906233,0,0.0025,0
821163408,0,0.0075,0
708947208,0,0.0175,0
715261458,0,0.22,0
789310833,0,0.015,0
818294958,0,0.0025,0
713902983,0,0.0,0
771693933,0,0.0175,0
827984658,1,0.8075,1
789012633,0,0.0125,0
807237783,0,0.005,0
803408733,0,0.015,0
824667708,0,0.005,0
807165033,0,0.0225,0
809984133,0,0.0125,0
718949433,0,0.005,0
751227183,0,0.0475,0
716331408,1,0.9375,1
714199983,0,0.025,0
774172158,0,0.0075,0
708171858,0,0.0275,0
709074108,0,0.0025,0
721304133,0,0.005,0
787430733,0,0.0475,0
711225933,0,0.0475,0
717478983,0,0.01,0
720949083,0,0.1225,0
712851108,0,0.0525,0
713151258,0,0.0,0
799731033,0,0.0125,0
822138333,0,0.0125,0
708532308,0,0.02,0
713718558,0,0.0275,0
778939683,0,0.0125,0
713322633,0,0.045,0
754671558,0,0.0625,0
719291283,0,0.01,0
720659283,0,0.02,0
719535558,0,0.0,0
771032658,0,0.07,0
709468683,0,0.01,0
719455908,0,0.01,0
816890883,0,0.0025,0
709826058,0,0.02,0
735008958,0,0.015,0
713766183,0,0.0125,0
719148633,0,0.035,0
789266208,0,0.0225,0
718373658,0,0.0075,0
712255458,0,0.01,0
789494133,0,0.01,0
714178458,0,0.1075,0
717595908,0,0.015,0
798114033,0,0.0,0
709479558,0,0.0,0
778148283,0,0.0,0
719363283,0,0.185,0
716225433,0,0.0575,0
719882583,0,0.005,0
711076533,0,0.0175,0
820651908,0,0.02,0
710884683,0,0.025,0
797468658,0,0.0475,0
716375883,0,0.03,0
711534183,0,0.04,0
721083258,0,0.02,0
717986058,0,0.0075,0
804610908,0,0.0,0
717602733,0,0.005,0
770952933,0,0.0475,0
713233908,0,0.0175,0
755365233,0,0.0,0
715105908,0,0.0075,0
712658283,0,0.005,0
708796458,0,0.0475,0
713557533,0,0.0,0
710524533,1,0.7875,1
713412558,0,0.03,0
720000708,0,0.0175,0
718934058,0,0.2225,0
710607408,0,0.0025,0
717613233,0,0.055,0
821710308,0,0.0775,0
716089983,0,0.0175,0
720430083,0,0.0075,0
712071708,0,0.0075,0
770721858,0,0.0475,0
751381458,0,0.0025,0
715629783,0,0.005,0
768886533,0,0.0025,0
711023508,0,0.03,0
711291558,0,0.175,0
714929283,0,0.0125,0
716285358,0,0.035,0
710958033,0,0.0025,0
711368283,0,0.01,0
807275733,0,0.0575,0
708231183,0,0.0075,0
789690483,0,0.055,0
789338583,0,0.0325,0
717411483,0,0.005,0
720799608,0,0.0025,0
714112383,0,0.005,0
717994608,0,0.0875,0
798558783,0,0.0,0
716875083,0,0.11,0
714603558,0,0.0075,0
789903708,0,0.0,0
801989733,0,0.0,0
789504183,0,0.0875,0
714574083,0,0.135,0
717978033,0,0.005,0
711256908,0,0.0025,0
721023708,0,0.16,0
714522258,0,0.0125,0
714247458,0,0.015,0
780416433,0,0.0325,0
713644758,0,0.0,0
712700358,0,0.045,0
779873508,0,0.0,0
779342958,0,0.0,0
711738333,0,0.01,0
709413933,1,0.8975,1
720323208,0,0.015,0
708132783,0,0.0,0
713372583,0,0.0125,0
710092683,0,0.195,0
779284833,0,0.0025,0
713426358,0,0.035,0
717132633,0,0.0025,0
714967233,1,0.9375,1
767587833,0,0.0175,0
714954033,0,0.025,0
716154258,0,0.0975,0
755399433,0,0.0,0
709876008,0,0.0275,0
709918158,0,0.15,0
713350908,0,0.0,0
715759458,0,0.0075,0
713976258,0,0.01,0
790174608,0,0.0025,0
771335358,0,0.03,0
708382083,0,0.1375,0
771829758,0,0.04,0
767333808,0,0.0275,0
721385433,0,0.03,0
794293908,0,0.0075,0
720409608,0,0.02,0
717830583,0,0.0,0
715455708,0,0.1125,0
719108358,0,0.01,0
769323183,0,0.125,0
820020258,0,0.0875,0
719234883,0,0.0025,0
807349158,0,0.0075,0
710799783,0,0.01,0
778456983,0,0.1025,0
708644208,0,0.01,0
711659958,0,0.0125,0
798988983,0,0.0025,0
710760258,0,0.005,0
799700208,0,0.0025,0
772401933,0,0.02,0
787460883,1,0.8775,1
770937183,0,0.0025,0
715468083,0,0.0075,0
807161508,0,0.0175,0
772268058,0,0.005,0
710166783,0,0.0175,0
804820233,0,0.0025,0
708758658,0,0.03,0
714011358,0,0.0325,0
712401033,0,0.0525,0
771212508,0,0.0,0
821150958,0,0.005,0
792272658,0,0.0,0
809818008,0,0.0525,0
803231058,0,0.0,0
715698633,0,0.05,0
720450108,0,0.0525,0
719076858,0,0.0125,0
720016308,0,0.0,0
712443558,0,0.0525,0
711835758,0,0.12,0
709284333,0,0.0075,0
788122533,0,0.0775,0
709206333,1,0.905,1
713039808,0,0.2375,0
801700233,0,0.0,0
716815308,0,0.01,0
821149008,1,0.77,1
720580383,0,0.0,0
780202908,0,0.0375,0
787504158,0,0.0575,0
716183283,0,0.0025,0
824168808,0,0.03,0
712936908,0,0.0,0
719855958,0,0.005,0
710112933,0,0.0125,0
768364233,0,0.0,0
771725808,0,0.0,0
780686358,0,0.0075,0
712762758,0,0.0,0
714392808,0,0.01,0
713089458,0,0.0,0
826780683,0,0.0075,0
780251658,0,0.015,0
772273983,1,0.975,1
737944908,0,0.0025,0
720688158,0,0.075,0
719902908,1,0.925,1
771682533,0,0.0,0
708193008,0,0.2325,0
772449858,0,0.0,0
715992558,0,0.01,0
708502908,0,0.0175,0
720132258,0,0.01,0
708704433,0,0.0025,0
720906033,0,0.005,0
719961183,0,0.0075,0
718838808,0,0.005,0
710268858,0,0.0,0
788360283,0,0.075,0
717914808,0,0.015,0
802884933,0,0.005,0
714436383,0,0.02,0
718785483,0,0.0,0
708816408,0,0.0075,0
715363908,0,0.0,0
709163358,1,0.86,1
827643858,0,0.06,0
711251133,0,0.04,0
716896833,0,0.0125,0
789193383,0,0.0175,0
712801758,0,0.01,0
719836083,0,0.0975,0
718291233,0,0.0,0
718682883,0,0.005,0
771503958,0,0.0,0
771960708,0,0.0025,0
717427983,0,0.0425,0
712737108,0,0.0025,0
771599283,0,0.01,0
717237708,0,0.0125,0
710703708,0,0.0575,0
712513458,0,0.0075,0
709690158,0,0.01,0
709959858,0,0.0375,0
720683958,0,0.02,0
780704358,0,0.0,0
717843783,0,0.005,0
718318383,0,0.0025,0
708849858,0,0.0025,0
712652283,0,0.015,0
793461933,0,0.015,0
720084183,0,0.035,0
767114958,0,0.005,0
709216533,0,0.0075,0
720897783,0,0.015,0
773503308,0,0.0,0
719963433,0,0.0025,0
708139833,1,0.9325,1
710664558,0,0.0,0
713687508,0,0.0025,0
816312633,0,0.06,0
712019883,0,0.01,0
718216008,0,0.0075,0
718345233,0,0.225,0
771228183,0,0.0225,0
789430083,0,0.0,0
779524833,0,0.005,0
823621083,0,0.0,0
715563558,0,0.0075,0
715424283,0,0.0975,0
807209808,0,0.0,0
716578158,0,0.045,0
708911508,0,0.02,0
717332733,0,0.0375,0
710681808,0,0.0275,0
708740808,0,0.09,0
711728208,0,0.01,0
720562008,0,0.01,0
709012083,0,0.09,0
771073908,0,0.1175,0
718174908,0,0.0175,0
709550958,0,0.06,0
720411183,0,0.0075,0
720776508,0,0.0225,0
755615208,0,0.0,0
708147108,0,0.0375,0
827476983,1,0.7925,1
716682258,0,0.005,0
708563433,1,0.8,1
772277508,0,0.0625,0
712515558,0,0.005,0
719342808,0,0.0025,0
788957358,0,0.0025,0
778386033,0,0.0425,0
820060758,0,0.01,0
713271708,0,0.005,0
720555483,0,0.0075,0
709405758,0,0.125,0
769463433,0,0.0025,0
786087633,0,0.0075,0
738627708,1,0.9325,1
719527833,0,0.0,0
715921758,0,0.0275,0
717280158,0,0.005,0
714179658,0,0.195,0
806637558,0,0.115,0
714828708,0,0.005,0
711989358,0,0.0025,0
720188508,0,0.0,0
719528958,0,0.0,0
713110908,0,0.02,0
721179708,0,0.0525,0
716363658,0,0.0175,0
711443808,0,0.005,0
778952058,0,0.0125,0
713642133,0,0.0025,0
778908783,0,0.06,0
778170633,0,0.015,0
714670533,0,0.015,0
771833433,1,0.8725,1
772758783,0,0.0075,0
788959758,0,0.0325,0
716878533,0,0.005,0
713267133,0,0.0075,0
716263533,0,0.0075,0
719026383,0,0.0425,0
821755233,0,0.0125,0
709683633,0,0.0225,0
714318033,0,0.005,0
828291858,1,0.79,1
779647608,0,0.01,0
787605558,0,0.0,0
771534408,0,0.0,0
716219808,0,0.2425,0
715690908,0,0.005,0
789125733,0,0.115,0
717271983,0,0.0125,0
709695333,0,0.005,0
712233183,0,0.0025,0
716645883,0,0.005,0
711762408,0,0.0,0
818305008,0,0.0025,0
788159433,0,0.0,0
709104333,0,0.0325,0
708112008,0,0.075,0
714731208,0,0.0175,0
710006958,0,0.0125,0
815062383,0,0.125,0
778447908,0,0.0025,0
720725058,1,0.9175,1
803415183,0,0.015,0
708582858,0,0.07,0
779833908,0,0.0025,0
818687958,0,0.0025,0
708714108,0,0.11,0
754872333,0,0.0075,0
718637208,0,0.0275,0
816772908,0,0.0025,0
711935283,1,0.815,1
716950758,1,0.9225,1
716497908,0,0.005,0
809358708,0,0.01,0
716037708,0,0.0575,0
717804783,0,0.0,0
715338783,0,0.025,0
779645658,0,0.0025,0
787565433,0,0.0325,0
717287883,0,0.05,0
715746633,0,0.0175,0
720635883,0,0.01,0
710077008,0,0.0025,0
804437658,0,0.005,0
780000258,0,0.0175,0
825785508,0,0.015,0
720252858,0,0.01,0
710017758,0,0.02,0
711750183,0,0.025,0
718364283,0,0.0125,0
711638658,0,0.0025,0
711046383,0,0.0025,0
720877083,0,0.0,0
715662258,0,0.0,0
715570533,1,0.9425,1
758202858,0,0.0025,0
712872183,0,0.0075,0
710014683,0,0.0125,0
716934333,0,0.0,0
778523733,0,0.0,0
716353083,0,0.0,0
753642933,0,0.0025,0
708151008,0,0.0225,0
789646158,0,0.0025,0
712423233,0,0.0,0
719806233,0,0.0575,0
786509358,0,0.0125,0
711502908,0,0.01,0
748617858,0,0.0,0
721532583,1,0.6725,1
789244308,0,0.0,0
709330383,0,0.0025,0
719136183,0,0.0,0
716939358,0,0.08,0
778155558,0,0.0075,0
713461533,0,0.0025,0
803776533,0,0.3125,0
714857508,0,0.005,0
720348933,0,0.0025,0
721158108,0,0.02,0
789043008,0,0.07,0
713362158,0,0.0,0
712623258,1,0.985,1
708494583,0,0.06,0
718394658,0,0.02,0
719398158,0,0.0075,0
711885258,0,0.13,0
789161358,0,0.0275,0
787581858,0,0.01,0
779198133,0,0.0,0
708314808,0,0.03,0
720508233,1,0.905,1
717134058,0,0.0,0
783366483,0,0.005,0
715412583,0,0.0,0
719562108,0,0.005,0
754457883,0,0.075,0
742552683,0,0.0,0
711455133,0,0.0375,0
716387733,1,0.9325,1
772571508,0,0.1475,0
718815108,0,0.0025,0
719266158,0,0.0,0
720708183,0,0.0075,0
767523933,0,0.0075,0
797466033,0,0.005,0
771886233,0,0.015,0
712612233,0,0.0175,0
716516208,0,0.0075,0
709950858,0,0.0025,0
779882508,0,0.0125,0
717472833,0,0.0075,0
712665633,0,0.0625,0
709562358,0,0.005,0
715391433,0,0.035,0
708722583,0,0.01,0
720452508,0,0.0075,0
714566958,0,0.0675,0
816084333,0,0.0175,0
806179683,0,0.0,0
806244183,0,0.0025,0
787999533,0,0.01,0
718358808,0,0.07,0
718474683,0,0.005,0
716908158,0,0.03,0
713984208,0,0.0,0
713013483,0,0.0425,0
754599558,0,0.0,0
788739633,1,0.7325,1
712411908,0,0.0175,0
717538683,0,0.0075,0
709447908,0,0.005,0
816834933,0,0.035,0
718963158,0,0.045,0
714358008,0,0.0075,0
720758808,1,0.69,1
708255633,0,0.0075,0
716101308,0,0.0375,0
715986258,0,0.01,0
715858008,1,0.905,1
806226933,0,0.025,0
708361833,0,0.015,0
778422933,0,0.02,0
708957183,0,0.05,0
718000383,0,0.0,0
714466458,0,0.0025,0
719608308,0,0.025,0
792995808,0,0.005,0
716211258,0,0.135,0
779289033,0,0.005,0
719356008,0,0.0025,0
718503108,0,0.005,0
779661033,0,0.0,0
813053733,1,0.89,1
718354683,0,0.0125,0
720529308,1,0.78,1
787578183,0,0.01,0
737952333,0,0.03,0
779498058,0,0.0275,0
799707858,0,0.0,0
719543208,0,0.0,0
797743233,0,0.0,0
710658483,1,0.915,1
715399908,0,0.0025,0
710288883,0,0.015,0
719912808,0,0.0075,0
720247158,0,0.0075,0
718672233,0,0.0175,0
789593058,0,0.005,0
710278458,1,0.7425,1
714467733,0,0.0025,0
803026008,0,0.0,0
772000533,0,0.0725,0
811035483,1,0.93,1
715480983,0,0.0125,0
819997983,0,0.01,0
807593058,1,0.9525,1
720437358,0,0.005,0
719465733,0,0.04,0
711978858,0,0.0,0
814364808,0,0.0325,0
788820933,0,0.0,0
713316558,0,0.01,0
779856483,0,0.005,0
717085983,0,0.0,0
788030208,1,0.9025,1
709914858,0,0.0025,0
716111808,0,0.01,0
708618933,0,0.01,0
720446508,0,0.15,0
756488883,0,0.0125,0
708414033,0,0.005,0
756727233,0,0.0025,0
720379533,1,0.9875,1
720340383,0,0.0,0
771453033,0,0.005,0
708747708,0,0.0375,0
712460433,0,0.0025,0
719801508,0,0.005,0
720983733,1,0.84,1
713657733,0,0.0,0
709955958,0,0.04,0
719099583,1,0.745,1
719513733,0,0.0075,0
710654808,1,0.83,1
719651358,0,0.0,0
718917408,0,0.0,0
808753758,0,0.0025,0
711699183,0,0.0025,0
711196458,1,0.9325,1
772565883,0,0.01,0
717203958,0,0.0075,0
769701258,0,0.0075,0
714933783,0,0.01,0
717650133,0,0.01,0
708707808,0,0.0025,0
717331758,0,0.0125,0
801385458,0,0.0,0
710605458,0,0.0025,0
719570733,0,0.0,0
708646233,0,0.0275,0
766006758,0,0.0375,0
710695083,0,0.0,0
709224033,1,0.9725,1
795991758,0,0.0125,0
709381383,0,0.01,0
810321933,0,0.0175,0
716235783,0,0.0,0
758833758,0,0.0,0
713579733,0,0.0,0
804649833,0,0.0025,0
780971583,0,0.005,0
804673308,1,0.87,1
788747358,0,0.0,0
713199558,0,0.01,0
713777883,0,0.03,0
771081558,0,0.0125,0
710229333,0,0.0175,0
720406233,0,0.0,0
767784708,1,0.965,1
712052058,0,0.0,0
715278708,0,0.0,0
827049558,0,0.0,0
710248233,0,0.0,0
712146558,0,0.0,0
715179933,0,0.0075,0
709215708,0,0.02,0
710668458,0,0.01,0
718828083,0,0.0125,0
720781158,0,0.0175,0
716938383,0,0.045,0
709976358,0,0.0075,0
715688958,0,0.0,0
721493883,0,0.015,0
709830783,0,0.005,0
715354983,0,0.0,0
713532858,0,0.0,0
721295658,0,0.02,0
720313083,0,0.0075,0
720724008,0,0.0025,0
712828533,0,0.0025,0
717007458,0,0.0,0
710728458,0,0.0025,0
717720108,0,0.0,0
720648483,0,0.055,0
770146008,0,0.0575,0
714829683,0,0.0025,0
717015333,0,0.0,0
757837458,0,0.005,0
719240358,0,0.0125,0
719036883,0,0.025,0
714000108,0,0.0125,0
720786033,0,0.02,0
708917133,0,0.0275,0
818929158,0,0.145,0
709513458,0,0.035,0
717705858,0,0.175,0
716573058,1,0.955,1
827695683,0,0.005,0
819189108,0,0.005,0
716977758,1,0.8225,1
714901383,0,0.0025,0
718500633,0,0.0025,0
713516433,0,0.0025,0
715140933,0,0.0125,0
712642533,0,0.0025,0
721498008,0,0.065,0
717189183,0,0.0075,0
708902883,0,0.0525,0
817889583,1,0.78,1
717242058,1,0.975,1
715628733,0,0.0675,0
716613933,0,0.0,0
712709508,0,0.0925,0
716306583,1,0.7825,1
720026058,0,0.0075,0
756397458,0,0.0375,0
712644483,0,0.0,0
814489683,0,0.0275,0
789111483,0,0.0025,0
709573533,0,0.0,0
807137808,0,0.005,0
711861258,0,0.0675,0
716660583,0,0.0025,0
717222033,0,0.0,0
716617608,0,0.0775,0
716786808,0,0.01,0
718882008,0,0.015,0
770975133,0,0.005,0
715234008,0,0.0,0
709326183,0,0.0,0
721233033,1,0.9275,1
712319958,0,0.0175,0
712198983,0,0.04,0
772103208,0,0.0,0
779502333,1,0.785,1
718737708,0,0.0,0
821351958,0,0.05,0
716142858,0,0.005,0
826079508,0,0.0025,0
773236983,0,0.07,0
826717533,0,0.0025,0
789334458,0,0.0025,0
814092858,0,0.0025,0
708355683,0,0.0625,0
803124408,1,0.955,1
789964983,1,0.9525,1
720303933,0,0.0,0
708665133,0,0.0125,0
828236133,0,0.0025,0
712000758,0,0.02,0
715378383,0,0.0075,0
769985883,0,0.025,0
709297608,1,0.94,1
716971833,0,0.0375,0
801373833,0,0.0575,0
716040783,0,0.0675,0
817977933,1,0.8125,1
827055333,0,0.105,0
772116408,0,0.01,0
734924658,0,0.0125,0
711775383,0,0.01,0
715019058,0,0.01,0
780715683,0,0.0,0
827341383,0,0.005,0
708757233,0,0.0,0
710504283,0,0.0025,0
713919183,0,0.0,0
713171358,0,0.0025,0
773140683,0,0.0,0
716358033,0,0.0725,0
826410708,0,0.0375,0
789717708,0,0.0,0
711679533,0,0.01,0
711342483,0,0.015,0
720242733,0,0.0,0
721213833,0,0.0,0
756624183,0,0.0,0
717622308,0,0.01,0
714629358,1,0.98,1
744307008,0,0.0,0
708871158,0,0.0275,0
710979033,0,0.055,0
818903583,0,0.005,0
712980333,0,0.0075,0
717655458,0,0.02,0
822112383,0,0.005,0
711538758,1,0.9125,1
719987733,1,0.905,1
719184783,0,0.0,0
715857183,0,0.0475,0
719657583,1,0.7975,1
789713208,1,0.9175,1
802031583,0,0.01,0
711529383,0,0.0,0
715371108,1,0.915,1
712988958,0,0.0075,0
713005908,0,0.0,0
712236483,0,0.0025,0
711852783,0,0.005,0
780056733,0,0.0475,0
796903083,1,0.975,1
716014983,0,0.005,0
712521783,0,0.01,0
780045708,0,0.0025,0
719488008,0,0.04,0
771575058,0,0.0575,0
772137183,1,0.8325,1
779709033,0,0.005,0
709716258,0,0.0175,0
737986083,0,0.01,0
713343333,0,0.0,0
779331558,0,0.2075,0
714973758,0,0.075,0
718009158,0,0.0,0
789597408,0,0.0225,0
712165308,0,0.0075,0
821768658,1,0.77,1
719341683,0,0.0025,0
708637758,0,0.06,0
779974758,0,0.0125,0
821815458,0,0.0,0
711708408,0,0.005,0
812449758,1,0.9725,1
715682208,0,0.0,0
719914908,0,0.01,0
714744783,0,0.0,0
710809833,0,0.09,0
720942333,0,0.1825,0
709423158,0,0.0275,0
718307433,0,0.0125,0
772607433,0,0.025,0
801709308,0,0.0225,0
778502958,0,0.0825,0
806656083,0,0.0,0
823635033,0,0.0025,0
718739508,0,0.0025,0
709272333,0,0.0,0
721538883,0,0.01,0
718835583,0,0.0025,0
827970933,0,0.0,0
719888358,0,0.0225,0
717030633,0,0.0325,0
815085708,1,0.89,1
716332533,0,0.0025,0
822964683,0,0.005,0
719335233,0,0.015,0
779683683,0,0.035,0
712653183,0,0.0,0
715485483,1,0.745,1
788912658,0,0.0475,0
711396483,0,0.0225,0
789220008,0,0.0625,0
716436483,0,0.2675,0
717661908,0,0.0525,0
778459833,0,0.0225,0
769448658,0,0.0225,0
820346133,0,0.01,0
720119808,0,0.0725,0
721523658,0,0.0025,0
711176133,0,0.0025,0
794560833,1,0.9225,1
718197108,1,0.8825,1
713750583,0,0.15,0
769576608,0,0.0075,0
708626058,0,0.0025,0
710333883,1,0.8925,1
715401633,0,0.2175,0
755220783,0,0.0,0
789603183,0,0.0225,0
767564358,0,0.0,0
789744033,0,0.01,0
709887483,0,0.005,0
779765058,0,0.0,0
789177333,1,0.79,1
717262833,0,0.005,0
714878508,0,0.315,0
711079308,1,0.9325,1
794510358,0,0.015,0
715033533,0,0.005,0
779400183,0,0.0925,0
716636808,0,0.0475,0
708733983,1,0.8725,1
710521383,0,0.0475,0
720075558,0,0.0075,0
716468658,0,0.005,0
717569283,0,0.0,0
787491483,0,0.0075,0
779995833,0,0.0025,0
714215058,0,0.0275,0
789407958,0,0.0,0
715118058,0,0.0175,0
713672208,0,0.0425,0
720865383,0,0.03,0
713701533,0,0.0025,0
778895883,0,0.0025,0
719655258,0,0.01,0
711205758,1,0.8725,1
806264958,0,0.0,0
714659133,1,0.92,1
716425833,1,0.7075,1
712166583,0,0.0025,0
713124558,0,0.0025,0
714048783,0,0.0,0
708784908,0,0.0,0
714332658,0,0.0,0
719169783,0,0.0725,0
718270833,0,0.0125,0
721268133,0,0.015,0
795343683,0,0.0025,0
715611933,0,0.0225,0
711184983,0,0.01,0
779601783,0,0.0,0
784263558,0,0.04,0
720795858,0,0.0125,0
756629133,0,0.29,0
714387108,0,0.1825,0
712164333,1,0.7375,1
714429258,0,0.0625,0
796791258,0,0.0,0
711220683,0,0.0,0
717582558,0,0.0025,0
714779733,0,0.1225,0
817965858,0,0.0,0
717358158,0,0.0025,0
720301458,0,0.0075,0
826471458,1,0.895,1
794579658,0,0.0075,0
717052158,0,0.0075,0
818311533,0,0.0,0
716156508,0,0.0025,0
711191808,0,0.0075,0
712084383,0,0.015,0
788641758,0,0.005,0
788768883,0,0.0,0
713277783,0,0.1025,0
717451833,0,0.02,0
712291308,0,0.0375,0
712852233,0,0.0125,0
712312908,0,0.01,0
773457558,0,0.005,0
716194683,0,0.0775,0
720563058,0,0.0025,0
719502183,0,0.0,0
712287333,0,0.005,0
716944983,0,0.0825,0
718115733,0,0.0325,0
827691858,0,0.135,0
716431833,0,0.0025,0
717265983,0,0.0025,0
769578858,0,0.0125,0
712815858,0,0.01,0
815851233,1,0.765,1
779425608,0,0.0025,0
811532208,0,0.02,0
713896533,0,0.0,0
712546233,0,0.0,0
772148058,0,0.14,0
771776808,1,0.925,1
715905633,0,0.0,0
778282758,0,0.0025,0
717886008,0,0.005,0
709985133,0,0.0325,0
709289358,0,0.0175,0
720457608,0,0.0025,0
780612558,0,0.0525,0
714216033,0,0.005,0
710577708,0,0.0225,0
719462433,0,0.0025,0
769063308,0,0.01,0
715136583,0,0.0,0
710915358,0,0.015,0
709841433,0,0.0075,0
710509758,0,0.015,0
720527058,0,0.0,0
711787383,0,0.0,0
715824108,0,0.0,0
719474583,0,0.12,0
719282433,0,0.0025,0
772669833,0,0.01,0
789365508,1,0.9275,1
806641683,0,0.0075,0
805534608,0,0.0125,0
781117533,0,0.05,0
710294808,0,0.0,0
718788258,0,0.0075,0
716404383,1,0.865,1
824795358,0,0.0,0
715196508,0,0.005,0
779051808,0,0.005,0
720695583,0,0.005,0
826414083,0,0.0,0
708426483,0,0.0225,0
787472283,0,0.0,0
716948283,0,0.015,0
778375458,0,0.0,0
718504983,0,0.045,0
709625733,0,0.005,0
719357058,0,0.0025,0
709626858,0,0.0125,0
711843708,1,0.9625,1
711349083,0,0.075,0
721462458,0,0.0,0
780833058,0,0.005,0
769962933,0,0.0075,0
719095533,0,0.015,0
709718058,0,0.0075,0
819151083,0,0.0,0
770778108,0,0.0,0
718877883,1,0.7575,1
710376708,0,0.04,0
718366983,0,0.01,0
719604858,1,0.9675,1
714549558,1,0.9725,1
822955008,1,0.8625,1
712986483,0,0.01,0
779597133,0,0.0,0
758426583,0,0.0,0
716805408,0,0.0,0
711275433,1,0.96,1
778968408,0,0.08,0
827117808,1,0.8825,1
804462633,1,0.9675,1
709321908,1,0.835,1
714907908,0,0.0025,0
818336508,0,0.0,0
712597233,1,0.8325,1
711964533,0,0.02,0
716705433,0,0.015,0
717983058,0,0.015,0
709587783,0,0.05,0
709804533,0,0.0075,0
712076358,0,0.005,0
711670308,0,0.005,0
720717108,0,0.0125,0
784789758,0,0.0,0
779689233,0,0.0125,0
788792583,0,0.005,0
710657508,0,0.0175,0
716393958,0,0.0,0
770708133,0,0.0,0
766131033,0,0.0125,0
719816583,1,0.8375,1
715376508,0,0.0275,0
709300458,0,0.0,0
778340733,0,0.0125,0
708195633,0,0.0475,0
714729933,0,0.0,0
794514108,0,0.02,0
812501358,0,0.015,0
718961208,0,0.0225,0
814459833,0,0.2125,0
720363258,0,0.0,0
714496083,0,0.0425,0
713004933,1,0.8375,1
712011633,0,0.0075,0
772466508,1,0.795,1
708225483,0,0.0125,0
788923758,0,0.025,0
789150633,0,0.005,0
710809083,0,0.0325,0
787669233,0,0.0025,0
708119658,0,0.155,0
737921733,1,0.7375,1
765940683,0,0.02,0
719732433,0,0.0,0
715491483,0,0.015,0
783381933,0,0.0025,0
811554708,0,0.005,0
719536608,0,0.0,0
720753183,0,0.0075,0
714505683,0,0.0425,0
711942783,0,0.0,0
714031983,0,0.005,0
711372258,0,0.0125,0
710825658,0,0.0,0
716575758,1,0.97,1
714732183,0,0.0,0
714097683,1,0.9725,1
720568083,0,0.1725,0
708121908,1,0.955,1
778710783,0,0.0,0
713745783,0,0.01,0
711043983,0,0.005,0
716438433,0,0.0,0
709435533,1,0.9475,1
711080358,0,0.005,0
718677858,0,0.0,0
720259308,0,0.01,0
719346708,0,0.0,0
719874633,1,0.9325,1
720286908,0,0.0075,0
719168883,1,0.935,1
789893808,0,0.1675,0
772472208,0,0.0425,0
710402508,0,0.0225,0
710218233,0,0.0025,0
714212358,1,0.8325,1
812956983,0,0.0,0
780241758,0,0.0425,0
711580908,0,0.005,0
712835433,0,0.0,0
716461683,0,0.0025,0
713617608,0,0.01,0
714622833,0,0.01,0
712115958,0,0.0,0
712033833,0,0.0025,0
714548733,0,0.0525,0
719523108,0,0.02,0
710881008,0,0.0,0
715098333,0,0.0075,0
708211383,0,0.02,0
715054683,0,0.065,0
710670633,0,0.13,0
784560258,0,0.0025,0
710871108,0,0.015,0
